X,Y,Name,description,Layer,SubClasses,ExtendedEntity,Linetype,EntityHandle,Text
21.3076132246178,48.8158286408744,,,VN_PB,AcDbEntity:AcDbPoint,,,DE,
21.3197386997198,48.6039494192298,,,VN_PB,AcDbEntity:AcDbPoint,,,DF,
21.446983492722,48.8134792847022,,,VN_PB,AcDbEntity:AcDbPoint,,,E0,
21.3409602911824,48.708656922817,,,VN_PB,AcDbEntity:AcDbPoint,,,E1,
21.3937255438945,48.6381925917059,,,VN_PB,AcDbEntity:AcDbPoint,,,E2,
21.2466019069662,48.7982348854848,,,VN_PB,AcDbEntity:AcDbPoint,,,E3,
21.3470675775596,48.5662964145176,,,VN_PB,AcDbEntity:AcDbPoint,,,E4,
21.5154875824812,48.6337853452361,,,VN_PB,AcDbEntity:AcDbPoint,,,E5,
21.4818742847039,48.7654553984227,,,VN_PB,AcDbEntity:AcDbPoint,,,E6,
21.3040370840305,48.6616215677108,,,VN_PB,AcDbEntity:AcDbPoint,,,E7,
21.3356454811166,48.6453048803478,,,VN_PB,AcDbEntity:AcDbPoint,,,E8,
21.351079713091,48.6750477036527,,,VN_PB,AcDbEntity:AcDbPoint,,,E9,
21.3464603592645,48.598696995375,,,VN_PB,AcDbEntity:AcDbPoint,,,EA,
21.3503599151023,48.7646600994967,,,VN_PB,AcDbEntity:AcDbPoint,,,EB,
21.4891311702686,48.6370847364794,,,VN_PB,AcDbEntity:AcDbPoint,,,EC,
21.2279242492598,48.8527326952761,,,VN_PB,AcDbEntity:AcDbPoint,,,ED,
21.3213869567263,48.6225012321898,,,VN_PB,AcDbEntity:AcDbPoint,,,EE,
21.0835596404257,48.8145130300768,,,VN_PB,AcDbEntity:AcDbPoint,,,EF,
21.4336996304229,48.8607153018861,,,VN_PB,AcDbEntity:AcDbPoint,,,F0,
21.1294534593054,48.7742500520812,,,VN_PB,AcDbEntity:AcDbPoint,,,F1,
21.3918718366434,48.7460326355812,,,VN_PB,AcDbEntity:AcDbPoint,,,F2,
21.3286268825323,48.8056206708063,,,VN_PB,AcDbEntity:AcDbPoint,,,F3,
21.338379272247,48.7896388263118,,,VN_PB,AcDbEntity:AcDbPoint,,,F4,
21.3124860620636,48.7731343861053,,,VN_PB,AcDbEntity:AcDbPoint,,,F5,
21.434675557344,48.7078396545751,,,VN_PB,AcDbEntity:AcDbPoint,,,F6,
21.3987838688172,48.6617472967704,,,VN_PB,AcDbEntity:AcDbPoint,,,F7,
21.3135982330872,48.6259279287798,,,VN_PB,AcDbEntity:AcDbPoint,,,F8,
21.3603375405443,48.6167269687975,,,VN_PB,AcDbEntity:AcDbPoint,,,F9,
21.4690199608146,48.6045019685583,,,VN_PB,AcDbEntity:AcDbPoint,,,FA,
21.375107971543,48.5815620368778,,,VN_PB,AcDbEntity:AcDbPoint,,,FB,
21.388244815187,48.845202489752,,,VN_PB,AcDbEntity:AcDbPoint,,,FC,
21.0476173052624,48.8355957357855,,,VN_PB,AcDbEntity:AcDbPoint,,,FD,
21.3410601093172,48.7250576131845,,,VN_PB,AcDbEntity:AcDbPoint,,,FE,
21.3634429382533,48.7674224325136,,,VN_PB,AcDbEntity:AcDbPoint,,,FF,
21.3514177800293,48.7154692527573,,,VN_PB,AcDbEntity:AcDbPoint,,,100,
21.4455176587735,48.5951878788717,,,VN_PB,AcDbEntity:AcDbPoint,,,101,
21.3043057039101,48.6621485923577,,,VN_PB,AcDbEntity:AcDbPoint,,,102,
21.3084131060641,48.6616300984277,,,VN_PB,AcDbEntity:AcDbPoint,,,103,
21.0979932538951,48.8730638398015,,,VN_PB,AcDbEntity:AcDbPoint,,,104,
21.3444656815625,48.6782422638914,,,VN_PB,AcDbEntity:AcDbPoint,,,105,
21.2145991504693,48.8490067107035,,,VN_PB,AcDbEntity:AcDbPoint,,,106,
21.4241455025023,48.7272609755052,,,VN_PB,AcDbEntity:AcDbPoint,,,107,
21.3335724563884,48.7497328267709,,,VN_PB,AcDbEntity:AcDbPoint,,,108,
21.3004389225873,48.6589065873844,,,VN_PB,AcDbEntity:AcDbPoint,,,109,
21.3024994660996,48.6576062103832,,,VN_PB,AcDbEntity:AcDbPoint,,,10A,
21.3494811221262,48.6758185663658,,,VN_PB,AcDbEntity:AcDbPoint,,,10B,
21.4340353331608,48.7342740739795,,,VN_PB,AcDbEntity:AcDbPoint,,,10C,
21.4726500602254,48.7935731736582,,,VN_PB,AcDbEntity:AcDbPoint,,,10D,
21.1861743025431,48.8529212782927,,,VN_PB,AcDbEntity:AcDbPoint,,,10E,
21.320328317541,48.6087768261334,,,VN_PB,AcDbEntity:AcDbPoint,,,10F,
21.3900571270719,48.6352005137256,,,VN_PB,AcDbEntity:AcDbPoint,,,110,
21.0898333931513,48.8108272825712,,,VN_PB,AcDbEntity:AcDbPoint,,,111,
21.4304682060005,48.7084822560838,,,VN_PB,AcDbEntity:AcDbPoint,,,112,
21.1051982595066,48.875066207582,,,VN_PB,AcDbEntity:AcDbPoint,,,113,
21.2202600150634,48.8158096007004,,,VN_PB,AcDbEntity:AcDbPoint,,,114,
21.3095103734323,48.7397499716306,,,VN_PB,AcDbEntity:AcDbPoint,,,115,
21.354339076578,48.6779285186897,,,VN_PB,AcDbEntity:AcDbPoint,,,116,
21.1237233687301,48.8762858672161,,,VN_PB,AcDbEntity:AcDbPoint,,,117,
21.4814985128944,48.7820743257805,,,VN_PB,AcDbEntity:AcDbPoint,,,118,
21.4278585966773,48.6854160834514,,,VN_PB,AcDbEntity:AcDbPoint,,,119,
21.3879757404487,48.8005405046986,,,VN_PB,AcDbEntity:AcDbPoint,,,11A,
21.4167679538517,48.8305988846308,,,VN_PB,AcDbEntity:AcDbPoint,,,11B,
21.4882391763947,48.640041250168,,,VN_PB,AcDbEntity:AcDbPoint,,,11C,
21.3175988043428,48.8006894233508,,,VN_PB,AcDbEntity:AcDbPoint,,,11D,
21.1973507955739,48.8614647806232,,,VN_PB,AcDbEntity:AcDbPoint,,,11E,
21.467817175966,48.8073734777037,,,VN_PB,AcDbEntity:AcDbPoint,,,11F,
21.5102299572196,48.7538717397636,,,VN_PB,AcDbEntity:AcDbPoint,,,120,
21.3897976376908,48.848660460503,,,VN_PB,AcDbEntity:AcDbPoint,,,121,
21.3114094009474,48.811198137364,,,VN_PB,AcDbEntity:AcDbPoint,,,122,
21.1953393564046,48.8629209040907,,,VN_PB,AcDbEntity:AcDbPoint,,,123,
21.3240971188142,48.7904446265612,,,VN_PB,AcDbEntity:AcDbPoint,,,124,
21.3722457788617,48.7430984010709,,,VN_PB,AcDbEntity:AcDbPoint,,,125,
21.4336980292715,48.7797118497848,,,VN_PB,AcDbEntity:AcDbPoint,,,126,
21.3978363580983,48.6612912533411,,,VN_PB,AcDbEntity:AcDbPoint,,,127,
21.3368138721597,48.7323390949774,,,VN_PB,AcDbEntity:AcDbPoint,,,128,
21.3424127404833,48.7695389613304,,,VN_PB,AcDbEntity:AcDbPoint,,,129,
21.2369749714791,48.8118406658078,,,VN_PB,AcDbEntity:AcDbPoint,,,12A,
21.4747946996933,48.849374691829,,,VN_PB,AcDbEntity:AcDbPoint,,,12B,
21.3278519924531,48.7736165778917,,,VN_PB,AcDbEntity:AcDbPoint,,,12C,
21.4635912040034,48.7402736679865,,,VN_PB,AcDbEntity:AcDbPoint,,,12D,
21.3665389076089,48.7978230753574,,,VN_PB,AcDbEntity:AcDbPoint,,,12E,
21.4013462750387,48.788426055349,,,VN_PB,AcDbEntity:AcDbPoint,,,12F,
21.3091063690206,48.7727778423242,,,VN_PB,AcDbEntity:AcDbPoint,,,130,
21.3594653001293,48.6193350234772,,,VN_PB,AcDbEntity:AcDbPoint,,,131,
21.3386730448544,48.7891418041329,,,VN_PB,AcDbEntity:AcDbPoint,,,132,
